cep,logradouro,complemento,bairro,id_cidade,id_estado,lat,lon
12315480,"Rua dos Milindros","","Jardim Santo Antônio da Boa Vista",4595,26,-23.3222737,-45.9250825
12315490,"Rua das Avencas","","Jardim Santo Antônio da Boa Vista",4595,26,-23.3236522,-45.9251745
12315500,"Rua das Angélicas","","Jardim Santo Antônio da Boa Vista",4595,26,-23.3246778,-45.9256883
12315510,"Rua das Palmas","","Jardim Santo Antônio da Boa Vista",4595,26,-23.3250175,-45.9252791
12315520,"Rua das Petúnias","","Jardim Santo Antônio da Boa Vista",4595,26,-23.326037,-45.9252755
12315530,"Rua dos Narcisos","","Jardim Santo Antônio da Boa Vista",4595,26,-23.3272806,-45.9254755
12315550,"Rua dos Lotos","","Jardim Santo Antônio da Boa Vista",4595,26,-23.3228175,-45.9267166
12315560,"Rua das Gardênias","","Jardim Santo Antônio da Boa Vista",4595,26,-23.3221887,-45.9266948
12315570,"Viela Rômulo Rossi","","Jardim Santo Antônio da Boa Vista",4595,26,-23.3196332,-45.9275357
12315580,"Rua dos Gerânios","","Jardim Santo Antônio da Boa Vista",4595,26,-23.3144849,-45.9256821
12315581,"Estrada Professora Olinda de Almeida Mercadante","- de 1652/1653 ao fim","Jardim Santo Antônio da Boa Vista",4595,26,-23.2987827,-45.9662542
12315590,"Rua das Samambaias","","Jardim Santo Antônio da Boa Vista",4595,26,-23.3151197,-45.9263384
12315600,"Rua dos Ciprestes","","Jardim Santo Antônio da Boa Vista",4595,26,-23.3158826,-45.9266107
12315610,"Rua das Begônias","","Jardim Santo Antônio da Boa Vista",4595,26,-23.3171649,-45.9272365
12315620,"Rua dos Jacintos","","Jardim Santo Antônio da Boa Vista",4595,26,-23.3179463,-45.9275012
12315630,"Travessa dos Jacintos","","Jardim Santo Antônio da Boa Vista",4595,26,-23.3183888,-45.9271604
12315640,"Rua Íris","","Jardim Santo Antônio da Boa Vista",4595,26,-23.3203538,-45.9277586
12315650,"Rua das Azaléias","","Jardim Santo Antônio da Boa Vista",4595,26,-23.3204779,-45.9289325
12315660,"Avenida Rômulo Rossi","","Jardim Santo Antônio da Boa Vista",4595,26,-23.3182903,-45.9265456
12316000,"Rua João de Brito","","Jardim Paraíso",4595,26,-23.3187044,-45.9372982
12316010,"Rua Reynaldo Gonçalves Acessor","","Jardim Yolanda",4595,26,-23.3148477,-45.9400441
12316020,"Rua Hilário Villar","","Jardim Yolanda",4595,26,-23.3136400048,-45.9754075492
12316030,"Rua Antonieta Capelli Di Domenico","","Jardim Yolanda",4595,26,-23.2987827,-45.9662542
12316040,"Rua Otávio Rossi","","Jardim Yolanda",4595,26,-23.3174702,-45.9416759
12316050,"Rua Eliza Rossi Capelli","","Jardim Yolanda",4595,26,-23.2987827,-45.9662542
12316060,"Rua João Capelli","","Jardim Yolanda",4595,26,-23.2987827,-45.9662542
12316070,"Rua Arminda Ottoni de Almeida Rossi","","Jardim Paraíso",4595,26,-23.2987827,-45.9662542
12316080,"Rua Padre Bento Dias Pacheco","","Jardim Paraíso",4595,26,-23.3184429,-45.9436894
12316090,"Rua Pedro Ribeiro Moreira","","Jardim Paraíso",4595,26,-23.316815,-45.94324
12316100,"Rua Pedro Quina Siqueira","","Jardim Paraíso",4595,26,-23.3176279,-45.9446154
12316110,"Rua Fidele Schiammarella","","Jardim Paraíso",4595,26,-23.2987827,-45.9662542
12316120,"Rua Padre Ramon Ortiz","","Jardim Paraíso",4595,26,-23.3163976,-45.9438058
12316130,"Rua Armando Chieffi","","Jardim Paraíso",4595,26,-23.3157992,-45.944157
12316140,"Rua Padre André Lenz","","Jardim Paraíso",4595,26,-23.315427,-45.9431978
12316150,"Rua Doutor Carlos Carmelo Wasconcelos Mota","","Jardim Paraíso",4595,26,-23.3148122,-45.9428753
12316160,"Rua José Milicio de Souza","","Jardim Paraíso",4595,26,-23.3138200028,-45.9563964624
12316170,"Rua Augusto Bartolomeu Silva e Oliveira","","Jardim Paraíso",4595,26,-23.3147988,-45.9422699
12316180,"Rua Glênio da Silva Passos Júnior","","Jardim Paraíso",4595,26,-23.3139074,-45.9412439
12316190,"Rua Maria Augusta Ribeiro Daher","","Jardim Paraíso",4595,26,-23.3144817,-45.9416062
12316200,"Rua José Fernandes Pinto","","Jardim Paraíso",4595,26,-23.3149103,-45.9413166
12316210,"Rua João Gonçalves","","Jardim Paraíso",4595,26,-23.3133062,-45.9408122
12316220,"Rua Pedro Gonçalves","","Jardim Paraíso",4595,26,-23.3132,-45.9399504
12316230,"Rua Doutor Nelson da Costa Marrelli","","Jardim Paraíso",4595,26,-23.2987827,-45.9662542
12316240,"Rua Guilherme Flessati","","Jardim Paraíso",4595,26,-23.3135924,-45.9386303
12316250,"Rua José Antônio Guedes","","Jardim Paraíso",4595,26,-23.3151249,-45.9388954
12316260,"Rua Doutor Armando Azevedo","","Jardim Paraíso",4595,26,-23.3150315,-45.9378193
12316270,"Rua Capitão Walter Rodrigues de Camargo","","Jardim Paraíso",4595,26,-23.3158266,-45.9388753
